title,authors,genre,subjects,avg_rating,ratings_count,year,pages,isbn,source,content,publication_year
Cold Days,"Jim Butcher, James Marsters",Mystery,Wizards; Magic; Fiction; Chicago (Ill.); Harry Dresden (Fictitious character); nyt:hardcover-fiction=2012-12-16,4.375,24.0,2012.0,578.0,0356500896,OpenLibraryAPI,"Cold Days Jim Butcher, James Marsters Mystery Wizards; Magic; Fiction; Chicago (Ill.); Harry Dresden (Fictitious character); nyt:hardcover-fiction=2012-12-16",
Flashback,Shannon Messenger,Mystery,Fantasy; Psychic ability; Ability; Memory; Elves; Fiction,4.5238094,21.0,2012.0,848.0,9781471189494,OpenLibraryAPI,Flashback Shannon Messenger Mystery Fantasy; Psychic ability; Ability; Memory; Elves; Fiction,
Forbidden knowledge,Roger Shattuck,Mystery,"Sex in literature; Literature and morals; Knowledge, Theory of, in literature; Sexo en literatura; Literatura y moral; Literatuurtheorie",4.275,40.0,1996.0,369.0,2012353231,OpenLibraryAPI,"Forbidden knowledge Roger Shattuck Mystery Sex in literature; Literature and morals; Knowledge, Theory of, in literature; Sexo en literatura; Literatura y moral; Literatuurtheorie",
Darkstalker,Tui T. Sutherland,Mystery,"Children's fiction; Dragons, fiction; Identity, fiction; Adventure and adventurers, fiction; Fantasy fiction; Adventure and adventurers",4.647059,17.0,2016.0,366.0,9789390590261,OpenLibraryAPI,"Darkstalker Tui T. Sutherland Mystery Children's fiction; Dragons, fiction; Identity, fiction; Adventure and adventurers, fiction; Fantasy fiction; Adventure and adventurers",
Mistborn,Brandon Sanderson,Mystery,Fantasy; science fiction; adventure; magic; mystery; intrigue,4.909091,11.0,2001.0,1712.0,1429989815,OpenLibraryAPI,Mistborn Brandon Sanderson Mystery Fantasy; science fiction; adventure; magic; mystery; intrigue,
La citt segreta,Elisabetta Dami,Mystery,Fiction; Juvenile literature; Action Adventure; Treasure troves; Mice; Buried treasure,4.909091,11.0,2006.0,178.0,9054614641,OpenLibraryAPI,La citt segreta Elisabetta Dami Mystery Fiction; Juvenile literature; Action Adventure; Treasure troves; Mice; Buried treasure,
Five Go Adventuring Again,Enid Blyton,Mystery,Large type books; Famous Five (Fictitious characters); Juvenile fiction; Adventure stories; Thieves; Theft,4.909091,11.0,1943.0,191.0,9780340330173,OpenLibraryAPI,Five Go Adventuring Again Enid Blyton Mystery Large type books; Famous Five (Fictitious characters); Juvenile fiction; Adventure stories; Thieves; Theft,
Flickan som lekte med elden,Stieg Larsson,Mystery,crime fiction; Investigation; Hackers; Human trafficking; crime; mystery and suspense stories,4.0094337,106.0,2006.0,638.0,9784151792533,OpenLibraryAPI,Flickan som lekte med elden Stieg Larsson Mystery crime fiction; Investigation; Hackers; Human trafficking; crime; mystery and suspense stories,
The Caves of Steel,Isaac Asimov,Mystery,"Robots; Fiction; Fiction, science fiction, hard science fiction; Fiction, mystery & detective, general; Interplanetary voyages; Murder",4.3076925,26.0,1953.0,259.0,9780449024973,OpenLibraryAPI,"The Caves of Steel Isaac Asimov Mystery Robots; Fiction; Fiction, science fiction, hard science fiction; Fiction, mystery & detective, general; Interplanetary voyages; Murder",
Robots and Empire,Isaac Asimov,Mystery,"Fiction; Robots; Fiction, mystery & detective, general; Fiction, science fiction, hard science fiction; fiction""; American literature",4.275862,29.0,1985.0,468.0,9788576573197,OpenLibraryAPI,"Robots and Empire Isaac Asimov Mystery Fiction; Robots; Fiction, mystery & detective, general; Fiction, science fiction, hard science fiction; fiction""; American literature",
The Oxford Sherlock Holmes (Adventures of Sherlock Holmes / Case-Book of Sherlock Holmes / His Last Hour / Hound of the Baskervilles / Memoirs of Sherlock Holmes / Return of Sherlock Holmes / Sign of Four / Study in Scarlet / Valley of Fear),Arthur Conan Doyle,Mystery,"Private investigators; Fiction; British and irish fiction (fictional works by one author); Holmes, sherlock (fictitious character), fiction; Watson, john h. (fictitious character), fiction; Fiction, mystery & detective, traditional",4.296296,27.0,1993.0,1557.0,9780192123152,OpenLibraryAPI,"The Oxford Sherlock Holmes (Adventures of Sherlock Holmes / Case-Book of Sherlock Holmes / His Last Hour / Hound of the Baskervilles / Memoirs of Sherlock Holmes / Return of Sherlock Holmes / Sign of Four / Study in Scarlet / Valley of Fear) Arthur Conan Doyle Mystery Private investigators; Fiction; British and irish fiction (fictional works by one author); Holmes, sherlock (fictitious character), fiction; Watson, john h. (fictitious character), fiction; Fiction, mystery & detective, traditional",
,村上春樹,Mystery,Self-actulaization (Psychology); Fiction; Miscellanea; Japanese Authors; Runaway teenagers; Parent and child,4.032258,93.0,2001.0,576.0,8970124977,OpenLibraryAPI, 村上春樹 Mystery Self-actulaization (Psychology); Fiction; Miscellanea; Japanese Authors; Runaway teenagers; Parent and child,
The Mysterious Affair at Styles,Agatha Christie,Mystery,Fiction; Mystery; Crime Fiction; Mystery Thriller; Thriller; Adult,4.034483,87.0,1920.0,204.0,1546638695,OpenLibraryAPI,The Mysterious Affair at Styles Agatha Christie Mystery Fiction; Mystery; Crime Fiction; Mystery Thriller; Thriller; Adult,
The Silence of the Lambs,Thomas Harris,Mystery,lambs; black witch moth; autopsy; pupa; offender profiling; forensic psychiatry,4.173913,46.0,1988.0,352.0,9783453051362,OpenLibraryAPI,The Silence of the Lambs Thomas Harris Mystery lambs; black witch moth; autopsy; pupa; offender profiling; forensic psychiatry,
The Curious Incident of the Dog in the Night-Time,Mark Haddon,Mystery,"England, fiction; Fiction, mystery & detective, general; Young adult fiction; Literature; Autism; Fiction",3.9347825,230.0,2002.0,256.0,0307371565,OpenLibraryAPI,"The Curious Incident of the Dog in the Night-Time Mark Haddon Mystery England, fiction; Fiction, mystery & detective, general; Young adult fiction; Literature; Autism; Fiction",
Mr. Mercedes,"Stephen King, Stephen king, Ingah Mikhaʼeli",Mystery,horror; mystery; crime; FICTION / Horror; FICTION / General; FICTION / Suspense,4.12,50.0,2013.0,484.0,9785170912360,OpenLibraryAPI,"Mr. Mercedes Stephen King, Stephen king, Ingah Mikhaʼeli Mystery horror; mystery; crime; FICTION / Horror; FICTION / General; FICTION / Suspense",
A Study in Scarlet,Arthur Conan Doyle,Mystery,Action & Adventure Fiction; aortic aneurysm; Battle of Maiwand; Blessing and cursing; British and irish fiction (fictional works by one author); Children's fiction,3.9829059,117.0,1887.0,162.0,9798479401305,OpenLibraryAPI,A Study in Scarlet Arthur Conan Doyle Mystery Action & Adventure Fiction; aortic aneurysm; Battle of Maiwand; Blessing and cursing; British and irish fiction (fictional works by one author); Children's fiction,
The Strange Case of Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,Mystery,Fiction; Physicians; Physicians in fiction; Multiple personality in fiction; Multiple personality; Self-experimentation in medicine in fiction,3.9510489,143.0,1875.0,130.0,0989720055,OpenLibraryAPI,The Strange Case of Dr. Jekyll and Mr. Hyde Robert Louis Stevenson Mystery Fiction; Physicians; Physicians in fiction; Multiple personality in fiction; Multiple personality; Self-experimentation in medicine in fiction,
Dark Matter,Blake Crouch,Mystery,Kidnapping; Fiction; Reality; Science Fiction; Psychological; New York Times bestseller,4.035294,85.0,2016.0,360.0,8416858217,OpenLibraryAPI,Dark Matter Blake Crouch Mystery Kidnapping; Fiction; Reality; Science Fiction; Psychological; New York Times bestseller,
The Boxcar Children,Gertrude Chandler Warner,Mystery,Orphans; juvenile fiction; brothers and sisters; railroad cars; detective and mystery stories; mystery and detective stories,4.205128,39.0,1924.0,154.0,0833529382,OpenLibraryAPI,The Boxcar Children Gertrude Chandler Warner Mystery Orphans; juvenile fiction; brothers and sisters; railroad cars; detective and mystery stories; mystery and detective stories,
The Secret History,Donna Tartt,Mystery,Fiction; College students; Teacher-student relationships; Classicists; Murder; Murderers,4.0238094,84.0,1992.0,608.0,9785170872954,OpenLibraryAPI,The Secret History Donna Tartt Mystery Fiction; College students; Teacher-student relationships; Classicists; Murder; Murderers,
The Mystery of the Burnt Cottage,Enid Blyton,Mystery,"Children's fiction; Mystery and detective stories; Adventure and adventurers, fiction; Children's stories; Juvenile fiction; Detective and mystery stories",4.75,12.0,1943.0,163.0,1405266864,OpenLibraryAPI,"The Mystery of the Burnt Cottage Enid Blyton Mystery Children's fiction; Mystery and detective stories; Adventure and adventurers, fiction; Children's stories; Juvenile fiction; Detective and mystery stories",
Foxglove Summer,Ben Aaronovitch,Mystery,"Wizards; Police; Missing children; Fiction; Fiction, mystery & detective, general; England, fiction",4.3809524,21.0,2014.0,355.0,0575132523,OpenLibraryAPI,"Foxglove Summer Ben Aaronovitch Mystery Wizards; Police; Missing children; Fiction; Fiction, mystery & detective, general; England, fiction",
A Good Girl's Guide to Murder,Holly Jackson,Mystery,"Cold cases (Criminal investigation)--Fiction.; Murder--Fiction.; Mystery and detective stories.; Children's fiction; Murder, fiction; Mystery and detective stories",4.0,166.0,2019.0,431.0,9780008687069,OpenLibraryAPI,"A Good Girl's Guide to Murder Holly Jackson Mystery Cold cases (Criminal investigation)--Fiction.; Murder--Fiction.; Mystery and detective stories.; Children's fiction; Murder, fiction; Mystery and detective stories",
Mistero a Parigi,Elisabetta Dami,Mystery,Fashion shows; Students; Juvenile fiction; Mystery and detective stories; Mice; Fiction,4.5882354,17.0,2008.0,200.0,9781443137072,OpenLibraryAPI,Mistero a Parigi Elisabetta Dami Mystery Fashion shows; Students; Juvenile fiction; Mystery and detective stories; Mice; Fiction,
Devil on horseback,Elizabeth Graham,Mystery,Historical romance; Western romance; adventure; mystery; suspense; ranching,4.6923075,13.0,1980.0,186.0,9780373023202,OpenLibraryAPI,Devil on horseback Elizabeth Graham Mystery Historical romance; Western romance; adventure; mystery; suspense; ranching,
The Mirror Crack'd from Side to Side,Agatha Christie,Mystery,Fiction; Mystery; Jane Marple (Fictitious character); Women detectives in fiction; Women detectives; Romance Ingles,4.4444447,18.0,1960.0,240.0,9780061155390,OpenLibraryAPI,The Mirror Crack'd from Side to Side Agatha Christie Mystery Fiction; Mystery; Jane Marple (Fictitious character); Women detectives in fiction; Women detectives; Romance Ingles,
Colpo di scena a Hollywood,Elisabetta Dami,Mystery,Motion pictures; Detective and mystery stories; Juvenile fiction; Fiction; Theft; Stealing,4.6,15.0,2015.0,168.0,9788408224433,OpenLibraryAPI,Colpo di scena a Hollywood Elisabetta Dami Mystery Motion pictures; Detective and mystery stories; Juvenile fiction; Fiction; Theft; Stealing,
The Return of Sherlock Holmes,Arthur Conan Doyle,Mystery,air guns; Americans; anise; anonymity; attempted murder; baritsu,4.2727275,33.0,1903.0,351.0,9781412161473,OpenLibraryAPI,The Return of Sherlock Holmes Arthur Conan Doyle Mystery air guns; Americans; anise; anonymity; attempted murder; baritsu,
Un Disparatado Viaje A Ratikistan,Elisabetta Dami,Mystery,"Children's fiction; Rats, fiction; Juvenile fiction; Mice; Voyages and travels; Grandfathers",4.5,18.0,2000.0,124.0,8408092960,OpenLibraryAPI,"Un Disparatado Viaje A Ratikistan Elisabetta Dami Mystery Children's fiction; Rats, fiction; Juvenile fiction; Mice; Voyages and travels; Grandfathers",
Keeper of the Lost Cities Collection Books 1-5,Shannon Messenger,Mystery,Adventure; Mystery; Magic; Telepathy; Family; Friendship,4.9,10.0,2013.0,3104.0,1534445145,OpenLibraryAPI,Keeper of the Lost Cities Collection Books 1-5 Shannon Messenger Mystery Adventure; Mystery; Magic; Telepathy; Family; Friendship,
Via le zampe dalla pietra di fuoco!,Elisabetta Dami,Mystery,Hombre prehistórico; Spanish language materials; Prehistoric peoples; Fiction; Ficción juvenil; Trogloditas,4.9,10.0,2011.0,128.0,9789054618768,OpenLibraryAPI,Via le zampe dalla pietra di fuoco! Elisabetta Dami Mystery Hombre prehistórico; Spanish language materials; Prehistoric peoples; Fiction; Ficción juvenil; Trogloditas,
The Egypt game,Zilpha Keatley Snyder,Mystery,Fiction; Juvenile fiction; Games; Murder; Imagination; Civilization,4.9,10.0,1967.0,215.0,0440422256,OpenLibraryAPI,The Egypt game Zilpha Keatley Snyder Mystery Fiction; Juvenile fiction; Games; Murder; Imagination; Civilization,
El tnel,Ernesto Sabato,Mystery,Spanish fiction; Spanish language; Spanish language books; Written Spanish; Modern fiction; Obsessive-compulsive disorder,4.135135,37.0,1948.0,151.0,9789878317045,OpenLibraryAPI,El tnel Ernesto Sabato Mystery Spanish fiction; Spanish language; Spanish language books; Written Spanish; Modern fiction; Obsessive-compulsive disorder,
Blood Rites,Jim Butcher,Mystery,"Wizards; American Fantasy fiction; Detective and mystery stories; Fiction; Harry Dresden (Fictitious character); Fiction, fantasy, contemporary",4.105263,38.0,2004.0,,0451459873,OpenLibraryAPI,"Blood Rites Jim Butcher Mystery Wizards; American Fantasy fiction; Detective and mystery stories; Fiction; Harry Dresden (Fictitious character); Fiction, fantasy, contemporary",
"Heartstopper, Volume 3",Alice Oseman,Romance,LGBTQIA+; Coming-of-age; Romance; Friendship; School; Teen,4.714286,28.0,2020.0,384.0,9781444952773,OpenLibraryAPI,"Heartstopper, Volume 3 Alice Oseman Romance LGBTQIA+; Coming-of-age; Romance; Friendship; School; Teen",
It Ends With Us,Colleen Hoover,Romance,"Fiction, Romance, Contemporary, Life change events; Triangles (Interpersonal relations); Man-woman relationships; Neurosurgeons; First loves; Businesswomen",4.196955,1051.0,2012.0,384.0,3423740302,OpenLibraryAPI,"It Ends With Us Colleen Hoover Romance Fiction, Romance, Contemporary, Life change events; Triangles (Interpersonal relations); Man-woman relationships; Neurosurgeons; First loves; Businesswomen",
Guess How Much I Love You,"Sam McBratney, Anita Jeram",Romance,Fiction; Juvenile fiction; Love; Fathers and sons; Bedtime; Hares,4.337209,86.0,1994.0,32.0,9783737360883,OpenLibraryAPI,"Guess How Much I Love You Sam McBratney, Anita Jeram Romance Fiction; Juvenile fiction; Love; Fathers and sons; Bedtime; Hares",
The Selection (The Selection #1),Kiera Cass,Romance,Contests; Love; Princes; JUVENILE FICTION / Love & Romance; Revolutionaries; JUVENILE FICTION / Girls & Women,4.3472223,72.0,2012.0,328.0,9782221129289,OpenLibraryAPI,The Selection (The Selection #1) Kiera Cass Romance Contests; Love; Princes; JUVENILE FICTION / Love & Romance; Revolutionaries; JUVENILE FICTION / Girls & Women,
Um casamento arranjado,Zana Kheiron,Romance,romance; love,4.1369624,1139.0,2019.0,160.0,,OpenLibraryAPI,Um casamento arranjado Zana Kheiron Romance romance; love,
To All the Boys I've Loved Before,Jenny Han,Romance,Scandals; Love; Teenage girls; Juvenile fiction; Fiction; Korean American teenagers,4.3714285,70.0,2014.0,373.0,9788366074798,OpenLibraryAPI,To All the Boys I've Loved Before Jenny Han Romance Scandals; Love; Teenage girls; Juvenile fiction; Fiction; Korean American teenagers,
Dork Diaries 7,Rachel Renée Russell,Romance,Diary; Bands (Music); Reality television programs; Diaries; Juvenile fiction; Fiction,4.3835616,73.0,2014.0,344.0,9781481428149,OpenLibraryAPI,Dork Diaries 7 Rachel Renée Russell Romance Diary; Bands (Music); Reality television programs; Diaries; Juvenile fiction; Fiction,
Solitaire,Alice Oseman,Romance,"Children's fiction; Love, fiction; Schools, fiction; Depression in adolescence; Fiction; Friendship in adolescence",4.736842,19.0,2014.0,357.0,1481534432,OpenLibraryAPI,"Solitaire Alice Oseman Romance Children's fiction; Love, fiction; Schools, fiction; Depression in adolescence; Fiction; Friendship in adolescence",
The Viscount Who Loved Me,Julia Quinn,Romance,"Fiction, Romance, Historical, Regency; Social life and customs, fiction; Manners and customs, fiction; Sisters, fiction; Londres (Inglaterra); Novela",4.409091,44.0,2000.0,392.0,1664457461,OpenLibraryAPI,"The Viscount Who Loved Me Julia Quinn Romance Fiction, Romance, Historical, Regency; Social life and customs, fiction; Manners and customs, fiction; Sisters, fiction; Londres (Inglaterra); Novela",
The One (The Selection #3),Kiera Cass,Romance,"Science Fiction; Young adult fiction; Dystopian Fiction; romance; Children's fiction; Marriage, fiction",4.5,30.0,2012.0,306.0,8376862871,OpenLibraryAPI,"The One (The Selection #3) Kiera Cass Romance Science Fiction; Young adult fiction; Dystopian Fiction; romance; Children's fiction; Marriage, fiction",
"Heartstopper, Volume 4",Alice Oseman,Romance,Graphic novel; young adult; romance; coming-of-age; friendship; gay,4.516129,31.0,2021.0,384.0,9877477483,OpenLibraryAPI,"Heartstopper, Volume 4 Alice Oseman Romance Graphic novel; young adult; romance; coming-of-age; friendship; gay",
The Vampire Lestat,Anne Rice,Romance,nobility; vampire novels; Fiction; Vampires; Romance; Literatura norte-americana,4.347826,46.0,1986.0,606.0,9782226031334,OpenLibraryAPI,The Vampire Lestat Anne Rice Romance nobility; vampire novels; Fiction; Vampires; Romance; Literatura norte-americana,
Lonesome Dove,Larry McMurtry,Romance,fiction; western cattle drives; cowboys; Man-woman relationships; Western Fiction; historical fiction,4.32,50.0,1985.0,945.0,9780330317542,OpenLibraryAPI,Lonesome Dove Larry McMurtry Romance fiction; western cattle drives; cowboys; Man-woman relationships; Western Fiction; historical fiction,
Bride of His Choice,Emma Darcy,Romance,"Fiction, Romance, Contemporary; Mothers and daughters, fiction; Fathers and daughters, fiction",4.6842103,19.0,1999.0,192.0,0263164845,OpenLibraryAPI,"Bride of His Choice Emma Darcy Romance Fiction, Romance, Contemporary; Mothers and daughters, fiction; Fathers and daughters, fiction",
A sense of words,Madeline Charlton,Romance,Romance fiction; Literary fiction; Coming-of-age; Language; Words; Meaning,4.65,20.0,1977.0,,9780373020553,OpenLibraryAPI,A sense of words Madeline Charlton Romance Romance fiction; Literary fiction; Coming-of-age; Language; Words; Meaning,
Alas de nix,Rebecca Yarros,Romance,"American literature; Fiction, fantasy, epic; Fiction, fantasy, romance; Fiction, romance, fantasy; Serie:The_Empyrean; Onyx Storm",4.483871,31.0,2025.0,544.0,6073925042,OpenLibraryAPI,"Alas de nix Rebecca Yarros Romance American literature; Fiction, fantasy, epic; Fiction, fantasy, romance; Fiction, romance, fantasy; Serie:The_Empyrean; Onyx Storm",
I Fell in Love with Hope,Lancali,Romance,Romance; Inspirational; Self-love; Hope; Faith; Spirituality,4.571429,28.0,2022.0,416.0,1668034549,OpenLibraryAPI,I Fell in Love with Hope Lancali Romance Romance; Inspirational; Self-love; Hope; Faith; Spirituality,
"After (After Series, Book 1)",Anna Todd,Romance,"Man-woman relationships; Contemporary Women; Contemporary; FICTION; Romance; Fiction, romance, contemporary",4.3333335,63.0,2014.0,592.0,1982128402,OpenLibraryAPI,"After (After Series, Book 1) Anna Todd Romance Man-woman relationships; Contemporary Women; Contemporary; FICTION; Romance; Fiction, romance, contemporary",
The Wedding,Emma Darcy,Romance,"Fiction, Romance, Contemporary; Secretaries, fiction; Australia, fiction; Man-woman relationships, fiction",4.56,25.0,1992.0,189.0,9780783812410,OpenLibraryAPI,"The Wedding Emma Darcy Romance Fiction, Romance, Contemporary; Secretaries, fiction; Australia, fiction; Man-woman relationships, fiction",
"Red, White & Royal Blue",Casey McQuiston,Romance,"Fiction, gay; Fiction, romance, contemporary; Fiction, humorous; Gay men, fiction; Presidents, united states, fiction; nyt:trade-fiction-paperback=2019-06-02",4.1555557,180.0,2019.0,462.0,3426530597,OpenLibraryAPI,"Red, White & Royal Blue Casey McQuiston Romance Fiction, gay; Fiction, romance, contemporary; Fiction, humorous; Gay men, fiction; Presidents, united states, fiction; nyt:trade-fiction-paperback=2019-06-02",
Tower of Dawn,Sarah J. Maas,Romance,"Fantasy; Kings, queens, rulers; Fiction; Children's fiction; Fantasy fiction; Young adult fiction",4.6190476,21.0,2017.0,680.0,9781639731053,OpenLibraryAPI,"Tower of Dawn Sarah J. Maas Romance Fantasy; Kings, queens, rulers; Fiction; Children's fiction; Fantasy fiction; Young adult fiction",
Fourth Wing,Rebecca Yarros,Romance,Fantasía; Fantasy; ficción; ficciones; Fiction; Romántica,4.25,92.0,2023.0,530.0,1649377371,OpenLibraryAPI,Fourth Wing Rebecca Yarros Romance Fantasía; Fantasy; ficción; ficciones; Fiction; Romántica,
A Kingdom of Dreams,Judith McNaught,Romance,"Fiction, Romance, Historical, Medieval; collectionID:Mbodice_ripper; Love stories, fiction; Large print books; Aristocracy (Social class), fiction; Man-woman relationships, fiction",4.4814816,27.0,1989.0,440.0,9780552135696,OpenLibraryAPI,"A Kingdom of Dreams Judith McNaught Romance Fiction, Romance, Historical, Medieval; collectionID:Mbodice_ripper; Love stories, fiction; Large print books; Aristocracy (Social class), fiction; Man-woman relationships, fiction",
,Фёдор Михайлович Достоевский,Romance,Literature - Classics / Criticism; Russian; Literature: Classics; Classics; Literary; 19th century fiction,4.2539682,63.0,1880.0,822.0,5280004669,OpenLibraryAPI, Фёдор Михайлович Достоевский Romance Literature - Classics / Criticism; Russian; Literature: Classics; Classics; Literary; 19th century fiction,
The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,Romance,"Biographers; Fiction; Fiction, general; Hollywood (los angeles, calif.), fiction; nyt:trade-fiction-paperback=2021-01-31; New York Times bestseller",4.138889,180.0,2017.0,400.0,9781982147662,OpenLibraryAPI,"The Seven Husbands of Evelyn Hugo Taylor Jenkins Reid Romance Biographers; Fiction; Fiction, general; Hollywood (los angeles, calif.), fiction; nyt:trade-fiction-paperback=2021-01-31; New York Times bestseller",
Les Misrables,Victor Hugo,Romance,Poverty; Fiction; Readers; Ex-convicts; History; Historical fiction,4.2777777,54.0,1862.0,520.0,114461449X,OpenLibraryAPI,Les Misrables Victor Hugo Romance Poverty; Fiction; Readers; Ex-convicts; History; Historical fiction,
Confess,Colleen Hoover,Romance,Man-woman relationships; Artists' studios; Artists; Secrets; Confession; Fiction,4.233333,60.0,2015.0,320.0,9781476791456,OpenLibraryAPI,Confess Colleen Hoover Romance Man-woman relationships; Artists' studios; Artists; Secrets; Confession; Fiction,
Duncan's Bride,Linda Howard,Romance,"Fiction; Mail order brides; Fiction, romance, contemporary; Marriage, fiction; Montana, fiction; Fiction, romance, general",4.75,16.0,1990.0,292.0,0373582382,OpenLibraryAPI,"Duncan's Bride Linda Howard Romance Fiction; Mail order brides; Fiction, romance, contemporary; Marriage, fiction; Montana, fiction; Fiction, romance, general",
The Love Hypothesis,Ali Hazelwood,Romance,American literature; New York Times bestseller; Romantic fiction; rom-com; romance; College Life,4.096774,248.0,2021.0,398.0,1408725762,OpenLibraryAPI,The Love Hypothesis Ali Hazelwood Romance American literature; New York Times bestseller; Romantic fiction; rom-com; romance; College Life,
A Torre Negra,Stephen King,Romance,thrillers; supernatural; dark fantasy; riddles; monorails; artificial intelligence,4.1744184,86.0,1991.0,563.0,9788499087399,OpenLibraryAPI,A Torre Negra Stephen King Romance thrillers; supernatural; dark fantasy; riddles; monorails; artificial intelligence,
Nick and Charlie,Alice Oseman,Romance,Romance; Coming-of-age; Graphic novel; Young adult; Heartstopper (series); Nick Nelson,4.571429,21.0,2015.0,168.0,9789899096912,OpenLibraryAPI,Nick and Charlie Alice Oseman Romance Romance; Coming-of-age; Graphic novel; Young adult; Heartstopper (series); Nick Nelson,
King of Wrath,Ana Huang,Romance,"Fiction, romance, general; Fiction, general; nyt:trade-fiction-paperback=2023-05-14; New York Times bestseller; Serie:Kings_of_Sin",4.290323,62.0,2022.0,456.0,1957464119,OpenLibraryAPI,"King of Wrath Ana Huang Romance Fiction, romance, general; Fiction, general; nyt:trade-fiction-paperback=2023-05-14; New York Times bestseller; Serie:Kings_of_Sin",
Almost Heaven,Judith McNaught,Romance,"Fiction; Romance; Historical; Large type books; Fiction, romance, general; Historical Romance",4.631579,19.0,1990.0,544.0,9780750503075,OpenLibraryAPI,"Almost Heaven Judith McNaught Romance Fiction; Romance; Historical; Large type books; Fiction, romance, general; Historical Romance",
Ficciones,Jorge Luis Borges,Romance,Anachronisms; speculative fiction; subjective idealism; duodecimals; aneurysms; adjectives,4.3421054,38.0,1945.0,196.0,9780802190734,OpenLibraryAPI,Ficciones Jorge Luis Borges Romance Anachronisms; speculative fiction; subjective idealism; duodecimals; aneurysms; adjectives,
Throne of Glass,Sarah J. Maas,Romance,Assassins; Princes; Courts and courtiers; Prisoners; Fiction; Fantasy,4.1686745,83.0,2012.0,432.0,9781619630345,OpenLibraryAPI,Throne of Glass Sarah J. Maas Romance Assassins; Princes; Courts and courtiers; Prisoners; Fiction; Fantasy,
"Heartstopper, Volume 2",Alice Oseman,Romance,"High schools; Comic books, strips; Boys; Gays; Gay teenagers; Love in adolescence",4.2280703,57.0,2019.0,320.0,8417515984,OpenLibraryAPI,"Heartstopper, Volume 2 Alice Oseman Romance High schools; Comic books, strips; Boys; Gays; Gay teenagers; Love in adolescence",
Una corte de niebla y furia,Sarah J. Maas,Romance,"Fantasy; Fiction; Fairies; Blessing and cursing; Fantasy fiction; Fairies, fiction",4.0068965,435.0,2014.0,640.0,9781408857892,OpenLibraryAPI,"Una corte de niebla y furia Sarah J. Maas Romance Fantasy; Fiction; Fairies; Blessing and cursing; Fantasy fiction; Fairies, fiction",
It Starts with Us,Colleen Hoover,Romance,Contemporary; Romance; Friendship; Fiction; Young Adult Fiction; collectionid:nyt2020s,4.019324,414.0,2022.0,352.0,1398518174,OpenLibraryAPI,It Starts with Us Colleen Hoover Romance Contemporary; Romance; Friendship; Fiction; Young Adult Fiction; collectionid:nyt2020s,
Evidence of Sin,Catherine George,Romance,"Fiction, Romance, Contemporary",4.6875,16.0,1994.0,236.0,9780263836981,OpenLibraryAPI,"Evidence of Sin Catherine George Romance Fiction, Romance, Contemporary",
Nesnesiteln lehkost byt,Milan Kundera,Romance,"German fiction; Fiction, general; Fiction; Love; Man-woman relationships; Love stories",4.1149426,87.0,1984.0,320.0,0571176569,OpenLibraryAPI,"Nesnesiteln lehkost byt Milan Kundera Romance German fiction; Fiction, general; Fiction; Love; Man-woman relationships; Love stories",
El amor en los tiempos del clera,Gabriel García Márquez,Romance,Vida familiar; Family life; Historias de amor; Love stories; Ficció histórica; Historical fiction,4.206897,58.0,1985.0,451.0,9780140281644,OpenLibraryAPI,El amor en los tiempos del clera Gabriel García Márquez Romance Vida familiar; Family life; Historias de amor; Love stories; Ficció histórica; Historical fiction,
The Silver Rings,"Loreley Harper, Blair Barton, Scarlet Serpent Sky.",Romance,"medieval; Young adult fiction, fantasy, general; Romance",5.0,11.0,2022.0,,1738,OpenLibraryAPI,"The Silver Rings Loreley Harper, Blair Barton, Scarlet Serpent Sky. Romance medieval; Young adult fiction, fantasy, general; Romance",
Ltranger,Albert Camus,Romance,Philosophical Novels; Murder; Fiction; Medicine in Literature; French; Novelas francesas,4.0826445,121.0,1942.0,143.0,9798779255943,OpenLibraryAPI,Ltranger Albert Camus Romance Philosophical Novels; Murder; Fiction; Medicine in Literature; French; Novelas francesas,
Simon vs. the Homo Sapiens Agenda,"Becky Albertalli, Victoria Simó Perales",Romance,LGBT; Young Adult; JUVENILE FICTION / Love & Romance; Secrets; Juvenile fiction; Secrecy,4.255319,47.0,2015.0,320.0,8365830590,OpenLibraryAPI,"Simon vs. the Homo Sapiens Agenda Becky Albertalli, Victoria Simó Perales Romance LGBT; Young Adult; JUVENILE FICTION / Love & Romance; Secrets; Juvenile fiction; Secrecy",
Uprooted,Naomi Novik,Romance,"Young women; Wizards; Friendship; Fiction; Fiction, fantasy, general; FICTION / Fantasy / Epic",4.1960783,51.0,2015.0,438.0,9780804179034,OpenLibraryAPI,"Uprooted Naomi Novik Romance Young women; Wizards; Friendship; Fiction; Fiction, fantasy, general; FICTION / Fantasy / Epic",
The Night Circus,Erin Morgenstern,Romance,New York Times bestseller; Fiction; Magicians; Circus; Games; Circus performers,4.169231,65.0,2011.0,512.0,1846555248,OpenLibraryAPI,The Night Circus Erin Morgenstern Romance New York Times bestseller; Fiction; Magicians; Circus; Games; Circus performers,
,Лев Толстой,Romance,Fiction; Adultery; Married women; Social life and customs; Social conditions; Upper class women,4.1875,48.0,1876.0,656.0,1545132291,OpenLibraryAPI, Лев Толстой Romance Fiction; Adultery; Married women; Social life and customs; Social conditions; Upper class women,
